,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1,indicator,pro,add,add1
1068,Rienzi Playground,"East 226 Street, Barnes Avenue, East 225 Street",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1069,Riverbend Playground,"Bailey Avenue, West Kingsbridge Road",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1070,Riverside Park (Boat Basin),"Riverside Drive to Hudson River, West 59th Street to Clair Place",No,Not Available,NA,NA,NA,NA,,NA,NA,"Riverside Dr, New York, NY, USA"
1071,Riverside Park (CafÌ©),"105th Street, next to Henry Hudson Parkway",No,Yes,51.3681974,0.2103808,NA,NA,,NA,"The Watermark Restaurant, 2 Riverside, Eynsford, Dartford, Kent DA4 0AE, UK",NA
1072,Riverside Park (Claremont),West 124 Street & Riverside Drive,Yes,Not Available,43.3747203,-72.3346279,43.3294489,-85.9196777,,0.615014224,"Riverside Park, 43 Washington St, Claremont, NH 03743, USA","W 124th St, Grant, MI 49327, USA"
1073,Riverside Park (Classic Playground),72nd to 79th streets between Hudson River and Henry Hudson Parkway,Yes,Not Available,33.9533487,-117.3961564,NA,NA,,NA,"Riverside, CA, USA",NA
1074,Riverside Park (Dinosaur Playground),West 97 Street & Riverside Drive,Yes,Not Available,33.9533487,-117.3961564,41.7166075,-87.7321699,,230.2892042,"Riverside, CA, USA","W 97th St, Illinois, USA"
1075,Riverside Park (Hippo Playground),West 91 Street & Riverside Drive,Yes,Not Available,33.9533487,-117.3961564,41.7270733,-87.756897,,230.4074399,"Riverside, CA, USA","W 91st St, Illinois, USA"
1076,Riverside Park (Neufeld Playground),West 76 Street & Riverside Drive,Yes,Not Available,33.9533487,-117.3961564,43.8501819,-85.8749985,,311.959642,"Riverside, CA, USA","W 76th St, Baldwin, MI 49304, USA"
1077,Riverside Park (River Run Playground),West 83 Street & Riverside Drive,Yes,Not Available,40.0560835,-83.0842436,38.9780838,-94.9017482,,12.73926641,NA,NA
1078,Riverside Park (Riverbank Playground),West 142 Street & Riverside Drive,Yes,Not Available,33.9533487,-117.3961564,41.6370323,-87.6415624,,228.6248859,NA,NA
1079,Riverside Park (Ten Mile River Playground),West 148 Street & Hudson River,No,Not Available,33.9533487,-117.3961564,41.6208231,-87.6681095,,227.9390386,NA,"W 148th St, Harvey, IL 60426, USA"
1080,Riverside Park (Tennis Courts),Riverside Drive & West 96th Street,Yes,Not Available,39.1510196,-94.5833899,40.8158821,-73.9623705,,34.33116191,"Tennis Ct, North Kansas City, MO 64116, USA","Riverside Dr, New York, NY, USA"
1081,Robert Moses Playground,"1 Avenue, East 41 to East 42 streets",Yes,Not Available,40.7480467,-73.9692285,36.1259239,-111.2178871,1,172.1678742,"Robert Moses Playground, E 42nd St, New York, NY 10016, USA","East Dr & East St, Tuba City, AZ 86045, USA"
1082,Rochdale Park,"Guy Brewer Boulevard, 134 Avenue",Yes,Not Available,42.1965212,-71.9067881,NA,NA,,NA,"Rochdale Park, Rochdale, MA 01542, USA",NA
1083,Rockaway Beach,Between 87th Street and 100th Street,No,Not Available,40.5867247,-73.8114993,NA,NA,,NA,"Rockaway Beach, Queens, NY 11693, USA",NA
1084,Rockaway Beach,Between 100th Street and 110th Street,No,Not Available,40.5867247,-73.8114993,NA,NA,,NA,"Rockaway Beach, Queens, NY 11693, USA",NA
1085,Rockaway Beach & Boardwalk (Beach 59th Street Playground),Boardwalk & Beach 59-60 streets,Yes,Not Available,40.5867247,-73.8114993,29.9577052,-95.5791226,,231.3684925,"Rockaway Beach, Queens, NY 11693, USA","Boardwalk, TX 77070, USA"
1086,Rockaway Beach (Beach 116Th),Between 110th and 121st streets,Yes,Not Available,40.5802292,-73.8373625,NA,NA,,NA,"Beach 116th St, New York 11694, USA",NA
1087,Rockaway Beach 106 Comfort Station,Beach 106 Street,,Yes,40.5867247,-73.8114993,40.582913,-73.8278554,,6.23E-05,"Rockaway Beach, Queens, NY 11693, USA","Beach 106th St, Rockaway Park, NY 11694, USA"
1088,Rockaway Beach 117th L/G,Beach 117 Street,,Yes,40.5795009,-73.8381068,40.5795009,-73.8381068,,0,"Beach 117th St, Rockaway Park, NY 11694, USA","Beach 117th St, New York 11694, USA"
1089,Rockaway Beach 86 Comfort Station,Beach 86 Street,,Yes,40.5867247,-73.8114993,40.5890677,-73.8114645,,8.15E-08,"Rockaway Beach, Queens, NY 11693, USA","Beach 86th St, Queens, NY 11693, USA"
1090,Rockaway Beach 97 Comfort Station,Beach 97 Street,,Yes,40.5867247,-73.8114993,40.584947,-73.8188057,,1.30E-05,"Rockaway Beach, Queens, NY 11693, USA","Beach 97th St, Queens, NY, USA"
1091,Rodney Playground South,"Rodney, South 3 & South 4 streets",Yes,Not Available,40.709785,-73.9559123,42.2054689,-95.9498735,,32.89601366,"Rodney Playground South, 286 S 3rd St, Brooklyn, NY 11211, USA","3rd St, Rodney, IA 51051, USA"
1092,Roebling Playground,"Wilson & Lee avenues, Taylor Street",Yes,Not Available,40.7064875,-73.9615144,35.7212689,-77.9155395,1,19.71167947,"Roebling Playground, 525 Bedford Ave, Brooklyn, NY 11211, USA","Wilson, NC, USA"
1093,Roger Morris Park (Morris Jumel Mansion),"Jumel Terrace to Edgecombe Avenue, West 160 to West 162 streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1094,Rolf Henry Playground,New York & Clarkson avenues,Yes,Not Available,40.6557697,-73.9474387,40.7127837,-74.0059413,1,0.003335467,"Rolf Henry Playground, 748 New York Ave, Brooklyn, NY 11203, USA","New York, NY, USA"
1095,Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",Yes,Not Available,51.4901036,-0.9642497,40.8444372,-73.9026954,,776.4783607,NA,NA
1096,Rosemary's Playground (JHS 93),"Woodward Avenue, Woodbine Street, Fairview Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1097,Roy Wilkins Recreation Center,Northwest of fence running from 118th Road to hospital,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1098,Roy Wilkins Recreation Center,Southeast of fence running from 118th Road to hospital,Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1099,Rudd Playground,Aberdeen Street & Bushwick Avenue,Yes,Not Available,40.683162,-73.9051704,-38.1457082,144.3383446,1,17203.88972,"Rudd Playground, 99 Aberdeen St, Brooklyn, NY 11207, USA","Aberdeen St, Geelong VIC, Australia"
1100,Rufus King Park,"Jamaica Avenue, 153 Street, 89 Avenue, 150 Street",Yes,Not Available,40.7036801,-73.8039529,40.7044298,-73.8056706,1,1.29E-06,"Rufus King Park, 150-29 Jamaica Ave, New York, 11435, USA","89-2 150th St, Jamaica, NY 11435, USA"
1101,Russell Pederson Playground,"Colonial Road, 83 to 85 streets",Yes,Not Available,NA,NA,49.8908468,-97.1508735,,NA,NA,"Rte 85 & Colony St, Winnipeg, MB R3C, Canada"
1102,Russell Sage Playground (JHS 190),"68 Avenue, Booth to Austin streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1103,Sara D. Roosevelt Park,East Houston Street to Canal Street,Yes,Yes,40.7223972,-73.9916358,29.7604267,-95.3698028,,234.346836,NA,NA
1104,Saratoga Square Park,"Howard Avenue, Halsey, Macon streets",Yes,Not Available,37.2493408,-122.0207964,NA,NA,,NA,NA,NA
1105,Schmul Park,"Wild Avenue, Pearson Street",Yes,Not Available,40.5884484,-74.1852803,35.7445722,-77.9201427,,18.09121109,NA,"Pearson St N, Wilson, NC 27893, USA"
1106,Seaside Playground (PS 225),"Rockaway Beach Boulevard, B109-B110 streets",Yes,Not Available,NA,NA,39.2901849,-76.4008563,,NA,NA,"Rockaway Beach Ave & Beach Ave, Essex, MD 21221, USA"
1107,Seth Low Playground,"Avenue P, Bay Parkway, West 12 Street",Yes,Not Available,40.6081073,-73.9863087,30.1696405,-85.6375679,1,121.6212823,"Seth Low Playground, Brooklyn, NY 11204, USA","E 12th St, Florida, USA"
1108,Seton Park,"West 135 Street, Independence Avenue, West 232 Street",Yes,Not Available,40.885941,-73.9165092,38.8875829,-77.0127201,1,6.187338131,"Seton Park, Independence Ave, Bronx, NY 10463, USA","135 Independence Ave SW, Washington, DC 20024, USA"
1109,Seton Park Playground,West 235 Street & Douglas Avenue,No,Not Available,43.6895091,-79.414759,40.9666567,-95.3371507,,43.35432245,"Suydam Park Playground, Toronto, ON M5P, Canada","235 St, Red Oak, IA 51566, USA"
1110,Sheltering Arms Park,"West 129 Street, Amsterdam Avenue",Yes,Not Available,NA,NA,40.7743849,-73.98468,,NA,NA,"129 Amsterdam Ave, New York, NY 10023, USA"
1111,Sheltering Arms Park (Pool),"West 129 Street, Amsterdam Avenue",No,Not Available,NA,NA,40.7743849,-73.98468,,NA,NA,"129 Amsterdam Ave, New York, NY 10023, USA"
1112,Shore Road Park,Owl's Head Park to Fort Hamilton Parkway Narrows Avenue,Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,NA,NA
1113,Shore Road Park,72nd Street to Harbor View,Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
1114,Shore Road Park,"92nd Street to 4 Avenue - lower half, by expressway",Yes,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
1115,Shore Road Park,"92nd Street to 4 Avenue - upper half, by road",No,Not Available,39.1683348,-74.7425098,NA,NA,,NA,"Shore Rd, New Jersey, USA",NA
1116,Silver Lake Park,"Victory Boulevard, Clove Road, Forest Avenue",Yes,Not Available,37.2469931,-121.7825789,NA,NA,,NA,"Silver Lake Park, San Jose, CA 95138, USA",NA
1117,Slattery Playground,"East 183 Street, Ryer Avenue, Valentine Avenue",Yes,Not Available,40.857314,-73.8983205,NA,NA,1,NA,"Slattery Playground, E 183rd St, Bronx, NY 10458, USA",NA
1118,Slope Park,6 Avenue Bet 18 & 19 Sts,Yes,Not Available,35.4474222,-93.7355412,29.8387038,31.3384993,,701.5050723,"Park, Altus, AR 72821, USA","Street 18, Cairo Governorate, Egypt"
1119,Smokey Oval,125 Street & Atlantic Avenue,Yes,Not Available,37.8278412,-77.206694,40.8107835,-73.9525929,,9.70679582,"Smokey Rd, Aylett, VA 23009, USA","W 125th St, New York, NY 10027, USA"
1120,Sol Bloom Playground,"Columbus Avenue, West 91 to West 92 streets, Central Park West",Yes,Not Available,40.7895736,-73.9687693,40.7828647,-73.9653551,1,2.29E-05,"Sol Bloom Playground, W 92nd St, New York, NY 10025, USA","Central Park, New York, NY 10024, USA"
1121,Sol Lain Playground,"Broadway, Henry Street, Samuel Dickstein Place",No,Not Available,40.7143044,-73.9839212,NA,NA,1,NA,"Sol Lain Playground, Henry St, New York, NY 10002, USA",NA
1122,Soundview Park Playground,Metcalf Avenue between Seward and Randall avenues,No,Not Available,40.8222095,-73.8597328,NA,NA,1,NA,"Space Time Playground, Underhill Ave, Bronx, NY 10473, USA",NA
1123,South Beach,"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Not Available,25.7826123,-80.1340772,NA,NA,,NA,"South Beach, Miami Beach, FL, USA",NA
1124,South Beach (Saturn Playground),"Natural Area and Boardwalk from Sands Lane to Vulcan Street, East of Father Capodanno Boulevard",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1125,South Beach Wetlands,Quintard St Bet. Quincy Ave & Father Capodanno Blvd,,Yes,40.5869221,-74.0729716,NA,NA,,NA,"South Beach Wetlands, Pearsall St, Staten Island, NY 10305, USA",NA
1126,Space Time Playground,"Streetory Avenue, Bolton Avenue, Lafayette Avenue, Underhill Avenue",No,Not Available,40.8222095,-73.8597328,NA,NA,1,NA,"Space Time Playground, Underhill Ave, Bronx, NY 10473, USA",NA
1127,Sperandeo Brothers Playground,Atlantic Avenue & Elton Street,Yes,Not Available,40.6770054,-73.8847238,40.6762581,-73.9082993,1,1.76E-05,"Sperandeo Brothers Playground, Elton St, Brooklyn, NY 11208, USA","Atlantic Ave, New York, NY, USA"
1128,Springfield Park,"149 Avenue, Springfield Boulevard, 145 Road, 148 Street",Yes,Not Available,34.410889,-82.6827576,NA,NA,,NA,"Springfield Park, Starr, SC 29684, USA",NA
1129,St Nicholas Park South,West 129 & 7 Avenue,Yes,Not Available,52.3502541,-7.4119039,43.6118917,-112.1298471,,915.0633375,"St Nicholas Park, Carrick-On-Suir, Co. Tipperary, Ireland","W 129 N, Idaho Falls, ID 83402, USA"
1130,St. Albans Park (174 Street Playground),174 Street & 113 Avenue,Yes,Not Available,51.752725,-0.339436,44.8645206,-98.4228011,,675.618267,"St Albans, St Albans, Hertfordshire, UK","174th St, South Dakota, USA"
1131,St. Andrew's Playground,Atlantic Avenue & Herkimer Street,Yes,Not Available,40.6787018,-73.9426124,40.6762581,-73.9082993,1,8.39E-05,"St. Andrew's Playground, 1405 Atlantic Ave, Brooklyn, NY 11216, USA","Atlantic Ave, New York, NY, USA"
1132,St. Catherine's Park,"East 67-68 streets, 1 Avenue",Yes,Not Available,53.2782543,-6.1191701,40.764625,-73.9583262,2,848.9140515,"St Catherine's Park, Dublin, Ireland","1st Avenue & E 67th St, New York, NY 10065, USA"
1133,St. Mary's Park (Recreation Center),450 St. Ann's Avenue,Yes,Yes,41.4877616,-78.6748866,37.8921376,-89.5047806,,38.94022678,"Johnsonburg Community Center Playground, Market St, Johnsonburg, PA 15845, USA","450 N Ann St, Ava, IL 62907, USA"
1134,St. Mary's Park West,St. Anns Avenue & East 147 Street,Yes,Not Available,53.3230997,-6.3194522,40.8123102,-73.9140718,,845.6620571,"St Mary's Rd, Dublin, Ireland","St Ann's Ave, Bronx, NY, USA"
1135,St. Mary's Playground East Playground,Jackson Avenue between East 144 and 145 streets,Yes,Yes,53.3231908,-6.3227825,NA,NA,,NA,"St Mary's Park, Dublin, Ireland",NA
1136,St. Nicholas Park,West 133 Street & St. Nicholas Avenue,Yes,Not Available,52.3501991,-7.4113008,38.8257134,-95.8199323,,1195.681272,"St Nicholas Park, Carrick-On-Suir, Co. Tipperary, Ireland","W 133rd St, Kansas, USA"
1137,St. Nicholas Park,West 129 Street & St. Nicholas Terrace,Yes,Not Available,52.3501991,-7.4113008,38.8923642,-94.7119418,,1174.877613,"St Nicholas Park, Carrick-On-Suir, Co. Tipperary, Ireland","W 129th St, Overland Park, KS 66213, USA"
1138,St. Nicholas Park (Arlington Edinboro Playground),West 140 Street & St. Nicholas Avenue,Yes,Not Available,NA,NA,40.5150292,-93.99842,,NA,NA,"W 140th St, Eagleville, MO 64442, USA"
1139,St. Vartan Park,"East 35-East 36 streets, between 1 & 2 avenues",Yes,Yes,40.7449676,-73.9736364,29.8894662,31.3071263,1,1142.875467,"St Vartan's Park, E 335 Street, New York, NY 10016, USA",NA
1140,Stanley Isaacs,East 96-97 streets & FDR Drive,Yes,Yes,-36.3080978,146.846544,36.0234368,-95.8724539,,17556.23759,"Isaacs Ave, Yackandandah VIC 3749, Australia","E 97th St & E 96th St, Tulsa, OK 74133, USA"
1141,Stapleton Playground,Tompkins Avenue & Broad Street,Yes,Yes,39.8206575,-104.9216836,40.6120263,-74.0708689,,24.41437221,"Playground, Holly Ct, Commerce City, CO 80022, USA","Tompkins Ave, Staten Island, NY, USA"
1142,Star Spangled Banner Playground,Franklin & Willoughby avenues,Yes,Not Available,NA,NA,35.9250637,-86.8688899,,NA,NA,"Franklin, TN, USA"
1143,Stars & Stripes Playground,"Baychester Avenue, Crawford Avenue",Yes,Not Available,14.5351574,121.1620113,40.8851933,-73.8385641,,5138.272162,"Stars, Angono, Rizal, Philippines","Crawford Ave, Bronx, NY 10466, USA"
1144,Sternberg Park,"Montrose Avenue, Boerum, Lorimer, Leonard streets",Yes,Yes,40.7064848,-73.947371,56.706922,-2.466115,1,1143.731348,"Sternberg Park, Boerum St, Brooklyn, NY 11206, USA","Montrose, Angus, UK"
1145,Stockton Playground,Marcy & Park avenues,Yes,Not Available,40.6973709,-73.948184,43.1706253,-75.2915564,1,3.322501699,"Stockton Playground, 662 Park Ave, Brooklyn, NY 11206, USA","Marcy, NY 13403, USA"
1146,Stroud Playground,Classon Avenue & Sterling Place,Yes,Not Available,40.6750147,-73.9618817,40.6844907,-73.9591228,1,2.61E-05,"Stroud Playground, Park Pl, Brooklyn, NY 11238, USA","Classon Ave, Brooklyn, NY, USA"
1147,Sunset Park,"41 to 44 streets, 5 to 7 avenues",Yes,Not Available,40.645532,-74.0123851,14.445776,79.9814137,1,4034.599954,"Sunset Park, Brooklyn, NY, USA","VRC To M Bus Stand Oneway St, Somasekara Puram, Nellore, Andhra Pradesh 524001, India"
1148,Sunset Park (Recreation Center),"41 to 44 streets, 5 to 7 avenues",Yes,Not Available,41.5021199,-87.060687,14.445776,79.9814137,,4519.548522,"Sunset Dr, Valparaiso, IN 46383, USA","VRC To M Bus Stand Oneway St, Somasekara Puram, Nellore, Andhra Pradesh 524001, India"
1149,Surf Playground,West 27 Street & Surf Avenue,Yes,Not Available,40.5732096,-73.9929283,36.8756394,-76.2967379,,8.518497723,"Surf Playground, 2727 Surf Ave, Brooklyn, NY 11224, USA","W 27th St, Norfolk, VA, USA"
1150,Tall Oak Playground,"64 Avenue, 218 & 219 streets",Yes,Not Available,NA,NA,38.3221127,-77.4641885,,NA,NA,"64 VA-218, Falmouth, VA 22405, USA"
1151,Taylor Playground,"Guerlain Street, Thieriot Avenue, Taylor Avenue",Yes,Not Available,40.8391317,-73.8659808,NA,NA,1,NA,"Taylor Playground, Taylor Ave, Bronx, NY 10460, USA",NA
1152,Tecumseh Playground,West 77 Street & Amsterdam Avenue,Yes,Not Available,40.7817253,-73.978687,41.7536803,-87.6872304,1,13.3240873,"Tecumseh Playground, Amsterdam Ave, New York, NY 10024, USA","W 77th St, Chicago, IL, USA"
1153,Terrace Playground,Howard Avenue & Martha Street,Yes,Yes,34.789057,-83.081069,28.8535234,-96.3819597,,78.94788366,"Playground Rd, Walhalla, SC 29691, USA","Howard Ave, Texas, USA"
1154,The Pearly Gates,"Tratman Avenue, Street Peter's Avenue",Yes,Not Available,40.8387396,-73.8454901,NA,NA,1,NA,"Pearly Gates Playground, St Peters Ave, Bronx, NY 10461, USA",NA
1155,Thomas Jefferson Park,"1 Avenue to FDR Drive, East 111 to East 114 streets",Yes,Not Available,30.327798,-81.7879294,NA,NA,,NA,"Thomas Jefferson Park, 320 Jackson Ave N, Jacksonville, FL 32220, USA",NA
1156,Tiffany Playground,"Tiffany Street, Fox Street, East 167 Street",Yes,Not Available,40.8247736,-73.8943702,NA,NA,1,NA,"Tiffany Playground, 1050 Tiffany St, Bronx, NY 10459, USA",NA
1157,Tiger Playground,Evergreen Avenue & Eldert Street,Yes,Yes,40.6881981,-73.9111814,43.2773188,-93.4083467,1,50.48051427,"Tiger Playground, 116 Eldert St, Brooklyn, NY 11207, USA","Evergreen Ave, Hanlontown, IA 50444, USA"
1158,Tilden Playground,"Tilden Avenue, East 48 to East 49 streets",Yes,Not Available,NA,NA,43.6947781,-79.5158585,,NA,NA,"49 Tilden Crescent, Etobicoke, ON M9P 1V8, Canada"
1159,Todt Hill Playground,Schmidts Lane & Manor Road,Yes,Yes,40.6014342,-74.103441,NA,NA,,NA,"Todt Hill, Staten Island, NY, USA","Schmidts Ln, Staten Island, NY 10314, USA"
1160,Tompkins Square Park,"Avenues A to B, East 7 to East 10 streets",Yes,Yes,40.7265027,-73.9816975,NA,NA,,NA,NA,NA
1161,Tremont Park Playground,Corner of East 175 Street & Arthur Avenue,Yes,Not Available,40.5189697,-89.4955163,43.1905,-91.8592758,,6.314855126,"Cullinan Park playground, S Prairie Ln, Tremont, IL 61568, USA","175th St & East St, Calmar, IA 52132, USA"
1162,Triborough Bridge Playground A,"Hoyt Avenue, 19 to 21 streets",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1163,Triborough Bridge Playground B,"Hoyt Avenue, 21 to 23 streets",No,Not Available,NA,NA,NA,NA,,NA,NA,NA
1164,Underhill Playground,Underhill Avenue & Prospect Place,Yes,Not Available,40.6767146,-73.9657632,41.2601064,-73.7968702,1,0.098530791,"Underhill Playground, Underhill Ave, Brooklyn, NY 11238, USA","Underhill Ave, Yorktown Heights, NY 10598, USA"
1165,Underwood Park,Lafayette & Waverly avenues,Yes,Yes,39.8598738,-123.716966,30.2240897,-92.0198427,,305.4266367,"Underwood Park, Leggett, CA 95585, USA","Lafayette, LA, USA"
1166,Union Playground (PS 214),Union Street & 31 Road,Yes,Not Available,34.777076,-83.064014,42.8212715,-89.3010356,,50.17182109,"214 Playground Rd, Walhalla, SC 29691, USA","N Union Rd, Wisconsin, USA"
1167,Union Square Park,"Broadway to 4 Avenue, East 14 Street to East 17 streets",Yes,Not Available,42.3796536,-71.0956018,NA,NA,,NA,"Union Square, Somerville, MA 02143, USA",NA
1168,Van Cortlandt Park (Allen Shandler Recreation Area),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1169,Van Cortlandt Park (Classic Playground),Van Cortlandt Park South and Gouverneur Avenue,Yes,Not Available,NA,NA,40.8849265,-73.8907719,,NA,NA,"Van Cortlandt Park S & Gouverneur Ave, Bronx, NY 10463, USA"
1170,Van Cortlandt Park (Indian Field),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Yes,NA,NA,NA,NA,,NA,NA,NA
1171,Van Cortlandt Park (Nature Center),West 239 Street & Van Cortlandt East,Yes,Not Available,NA,NA,38.6945639,-94.6987116,,NA,NA,"W 239th St, Kansas, USA"
1172,Van Cortlandt Park (Pool Building),West 242nd Street & Broadway,Yes,Not Available,NA,NA,40.8895802,-73.8999318,,NA,NA,"W 242nd St, Bronx, NY, USA"
1173,Van Cortlandt Park (Stables Area),Broadway and West 254th Street,Yes,Not Available,NA,NA,40.9010541,-73.8969283,,NA,NA,"Broadway & W 254th St, Bronx, NY 10471, USA"
1174,Van Cortlandt Park (Stadium),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
1175,Van Cortlandt Park (UC Pool Headquarters),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
